      Unnamed: 0                                                        product_name product_price     weight            category                EAN date_added                                  uuid          removed product_code
162          162                                LEGO Minecraft The Abandoned Village        £33.49       0.68      toys-and-games      8219086044798 2000-06-29  245b9d67-5073-4329-b99d-90f434029263  Still_avaliable  N6-9388701B
1763        1763                                 Toffifee White Chocolate 15pcs 125g         £1.25      0.125      food-and-drink      5190596633913 2000-07-24  948ad9c0-2e0a-42d4-9670-a2eb25c66077  Still_avaliable  U8-6818444y
861          861                                                Fairy Table & Chairs        £35.00        6.9            homeware      6136031259095 2000-08-12  1eb10d43-1f74-443e-ae78-849c906f1758  Still_avaliable  l6-3407617p
750          750               Mystica Shimmer Thermal Lined Silver Curtain 46 x 72"        £15.00        1.2            homeware      9722417958675 2000-09-13  30e94c52-9d83-4cd9-9568-61a6e3f8da34  Still_avaliable  C7-3049016H
88            88                                                    LEGO Bonsai Tree        £34.99       0.74      toys-and-games      2450980643373 2000-09-26  d07aabea-1d3c-4c67-bd3e-5a3a9cb39454  Still_avaliable  y2-5766330U
1482        1482                                      Goodmans Champagne Dome Kettle        £28.00   0.001507            homeware      7339419808406 2000-10-05  fe4b29ac-7c73-4f22-8c75-ba9d21c96840  Still_avaliable  e1-3984772d
203          203                                             Zuru Oosh Slime - Green         £3.99       0.42      toys-and-games      3529477993143 2000-10-16  3711f265-eb83-404d-b9a0-b5e915a6a3e7  Still_avaliable  r1-2634861A
62            62                           Rock Legend Electronic Drumkit with Stool        £30.00       2.75      toys-and-games      1134119966632 2000-10-19  04467f63-3a23-42d6-81a0-1cc9c2e6eb96  Still_avaliable  r1-9695407l
1276        1276                              Evie Double Duvet Set with Ties - Grey        £20.00       1.51            homeware      3912935970792 2000-10-26  a8c84217-45e5-4cd7-8ac9-892a9296b8ca  Still_avaliable   x2-863747w
626          626                                             Hurricane Candle Holder         £5.00       0.48            homeware      6280633833389 2000-11-05  0cb388fa-fc32-4e9b-9f4a-a3fe2bb0f84e  Still_avaliable  q6-3991359e
592          592                     Natural Sanctuary Two Tone Chunky Throw - Cream        £10.00        4.0            homeware      7235416349570 2000-11-24  a0825b86-659b-41f6-a82e-c8a14729a634  Still_avaliable  u1-1029433V
44            44                                                 Cra-Z-Compounds Kit        £12.99       1.38      toys-and-games      8936896386435 2000-12-04  3aae386b-ab35-4b3d-ae7d-8abe746e40e1  Still_avaliable  q7-0232955R
91            91                                            Zuru X-Shot Chaos Meteor        £12.99       0.66      toys-and-games      1395025216000 2000-12-12  5167cae2-e1ff-4fa6-bfb5-4d7315123dac  Still_avaliable  V8-3495348u
434          434                               Lokken 5 Tier Corner Shelving - White        £38.00        7.5            homeware      1588834437944 2000-12-24  fbbe1d4f-053a-4740-910d-2d695a53d4e7  Still_avaliable  C9-6827622o
1239        1239                                            Winter Berry Arrangement         £8.00      0.537            homeware      2439786028355 2001-01-03  a3892ac4-67a6-4496-944e-3df7c9823e32  Still_avaliable  w9-0573821Y
1368        1368                                     Kendal Cream Teddy Sherpa Throw        £18.00       0.63            homeware      7800595567536 2001-01-03  7fb4f99a-fd97-44dd-9ee4-8cd6fc119636  Still_avaliable  E4-9853940T
622          622                              Eco Deco Glass Tealight Holder - Blush         £2.00      0.265            homeware       279281204845 2001-01-05  d7aed76b-c954-48fc-8733-71413c2b13fb  Still_avaliable  t1-9746957G
1088        1088                                    Maddison Chevron Cushion - Blush        £10.00       0.35            homeware      6238958369717 2001-01-18  d613e481-7fc1-4dca-a537-eb916a6f9fb5  Still_avaliable  q4-7216551S
1345        1345                   Christmas Scented Candle - Reindeer Candid Orange         £2.50       0.22            homeware      7915171828892 2001-01-19  8b418809-eb04-43d3-8842-3030e9497d9d  Still_avaliable  o6-5904385r
1029        1029                                   Waffle Faux Fur Cushion - Natural        £10.00       0.27            homeware      1007256382552 2001-01-29  503d7aa6-f7c2-4c2a-a61a-2c9976abf09f          Removed  e7-2939951Y
1806        1806                               Pot Noodle Fusion Chilli Chicken 100g         £1.10        0.1      food-and-drink      8972535557774 2001-02-04  b2934354-91bb-4d76-9cfe-ef9333acdb78  Still_avaliable  O7-0845201F
921          921                                                  Artichoke Ornament         £8.00       1.22            homeware      1248551226381 2001-02-04  82622f88-a740-489a-9366-7a4df94964d1  Still_avaliable  u7-5613538D
1546        1546                  Vanilla & Amber Bath Fizzer 130g - Lightening Bolt         £1.00       0.13   health-and-beauty      5159670989179 2001-02-09  1e9f8560-46e4-4052-9a7c-8ce7bb77fb81  Still_avaliable  b1-4135924w
211          211                                      Fidget Cubes Series (Assorted)         £3.99      0.072      toys-and-games      9263717100161 2001-02-11  62306981-bde9-4f48-9bc5-8ea291c1ccb9  Still_avaliable   f8-391777f
331          331                            Sweetie Paws Bakery Meaty Cookies - Mini         £2.50       0.11                pets      3841373842371 2001-03-31  1560a805-026b-4198-8b74-e9d34046d16c          Removed  G9-3744528I
619          619                                                 Frosted Vase - Grey         £8.00       0.65            homeware      1816885457636 2001-04-14  cbe519ca-b3aa-4e29-8d86-805f297f4745  Still_avaliable  C8-1764867S
1252        1252                                             Dried Flowers in Sphere         £2.50        0.2            homeware      3290234835555 2001-04-25  a5c24e52-25f0-42d9-9bea-2b4233e46960  Still_avaliable  k8-3452074H
717          717                       Diamond Tufted All Over Voile 55 x 90" - Grey        £10.00       0.41            homeware      4901117294060 2001-05-03  d0efbf48-469f-423e-b8ee-651af27d3888  Still_avaliable  i5-3077916U
1328        1328                                              Red Dinner Candles 4pk         £2.50       0.22            homeware      9573797310719 2001-05-04  64c6d91b-376e-4cba-add3-ecc9669cf7fc  Still_avaliable  W0-2501156i
764          764                                         Norsk Undersink Unit - Grey        £30.00       13.0            homeware      9520013566054 2001-05-09  0aacda94-c84d-4e76-8582-4f19e51d6d99  Still_avaliable  s4-0069418j
885          885                                   Microplush Rug 110 x 160cm - Mink        £25.00       1.47            homeware      6175358279416 2001-05-12  695a54ce-84cb-4495-bff2-22e131408f1d  Still_avaliable  s8-7627949t
85            85                                                 LEGO Flower Bouquet        £40.99      0.745      toys-and-games      7912031083224 2001-05-14  54029834-105a-4e31-8edc-9dd990426a8d  Still_avaliable  I8-9598111e
655          655                         Christmas Tealight Holder - Merry Christmas         £2.50      0.416            homeware      3424347601725 2001-05-18  87790c66-535b-4c4f-b346-195ae68cfa73  Still_avaliable  v3-5345187U
187          187                                 Nerf Fortnite Legendary Tac Blaster        £45.00      1.041      toys-and-games      7759571407642 2001-07-04  166544c5-7294-4f42-94cb-1ab86bde9eea  Still_avaliable  K8-4712095Q
1230        1230                                                Fan Leaf Arrangement         £3.50       0.24            homeware      6647528871015 2001-07-07  19d7981e-0d05-492b-bca1-b685a0714158  Still_avaliable  m8-8125668I
78            78                                       LEGO Large Creative Brick Box        £32.99       1.59      toys-and-games      4332100774212 2001-07-07  10765bde-b18c-481e-a670-5a050300ba83  Still_avaliable  a3-0069189f
890          890                                     Nordic Cream Fur Rug 60 x 110cm        £20.00       0.79            homeware      3764125657064 2001-07-24  534f2844-c0c1-4426-9303-04a24e98b85f  Still_avaliable  d4-0434292J
726          726               Mystica Shimmer Thermal Lined Silver Curtain 66 x 90"        £30.00        2.1            homeware      7997275252193 2001-10-12  ec5b97ec-022a-43cc-95fd-3e24c0806670  Still_avaliable  g0-7165578c
128          128                                    Artmaker Ultimate Colouring Case        £12.99       1.23      toys-and-games      1547253267426 2001-10-14  888d2e87-25e7-423f-95e8-fae3476de351  Still_avaliable  E5-6409069F
116          116                                                Glitter Make Up Case        £14.99       1.03      toys-and-games      3242203251996 2001-10-15  6ec5e719-c073-44fc-a83c-ee0a8ad82d51  Still_avaliable  N8-6376991R
704          704                        Popsicle Tab Top Voile 55 x 90" - Grey Stars         £6.99       0.19            homeware       563609526000 2001-10-16  bfd360c2-5853-4b19-ab4d-39e456da358d  Still_avaliable  V0-9579045E
1274        1274                 Lennox Honesty Leaf Double Navy Duvet Set with Pipe        £15.00        1.2            homeware      6028379010165 2001-10-16  fd169581-8ac5-4af0-96d6-3122bd7fd265  Still_avaliable  s4-7807767k
1458        1458                    Kent Woven Eyelet Blackout Panel 54 x 86" - Sage        £25.00       1.56            homeware      4235237975432 2001-10-17  1a0dd22b-3659-4994-8b1c-af2c097a4ff8  Still_avaliable   y6-021700S
1737        1737                      McVitie's BN Chocolate Flavoured Biscuits 285g         £1.00      0.285      food-and-drink       432820377237 2001-10-19  5c6ff4c0-2565-4a8f-9bfd-cf48527dcdbf  Still_avaliable  H0-5795911I
97            97                                            Crystal Creations - Deer         £4.00       0.35      toys-and-games      2665497084896 2001-10-25  c473bb59-bd51-4aae-a03a-954ea9fc3c1c  Still_avaliable  Q6-9405554s
1823        1823                  Betty Crocker Indulgent Chocolate Fudge Icing 400g         £2.00        0.4      food-and-drink      4373833666634 2001-11-04  bac8f0f0-d073-48f7-b9d0-a0a4137b39ca  Still_avaliable  Z3-4773353a
1711        1711                                          Street Food Sauces Van 8pk         £7.00       0.36      food-and-drink      9248195013271 2001-11-17  e179e173-13bb-4347-88c5-b5cacd323ae4  Still_avaliable  t5-0862631q
1462        1462                           Kent Woven Blackout Panel 54 x 86" - Mink        £25.00       1.56            homeware      1740443802173 2001-11-26  a3264aeb-6000-4ab2-a029-337caa31fdc6  Still_avaliable  x0-8767873b
712          712                              Meadow Tassel Edge Mink Voile 55 x 90"        £12.00      0.368            homeware       451887617834 2001-11-29  3cf37794-c207-49cb-b3d7-c0cdd62d94d2  Still_avaliable  a8-8187376V
98            98                                      Light Up Crystal Canvas - Owls        £12.99       0.96      toys-and-games       277282320908 2001-12-02  49cb0446-2c01-4994-ab9f-28aac925bf2c  Still_avaliable  c8-3806111Y
57            57                    Sonic the Hedgehog Giant Eggman Robot Battle Set        £32.99      2.476      toys-and-games      8443545486298 2001-12-11  5b96b11f-89d1-4b4b-89a3-ce4f8d6c1152  Still_avaliable  Z2-9848068O
1620        1620                         Zed Candy Mini Refills 100g - Mini Gumballs         £0.69        0.1      food-and-drink      8008767181866 2001-12-16  4ec85929-b97b-48a8-b955-076a2f810e5d  Still_avaliable  X5-8732574Z
1277        1277                          Jenson Woven Crinkle King Duvet Set - Mono        £28.00       1.45            homeware      5106004794053 2001-12-24  61f8fd98-6330-4972-842c-f61af7d10701  Still_avaliable  y2-1951889V
